Drug,exp_mean [nM],Y
OC[C@H]1O[C@@H](Oc2ccc(CCCC[C@H](O)CCc3ccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(O)c3)cc2O)[C@H](O)[C@@H](O)[C@@H]1O,13100,0
O=C(CCCCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1)CCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1,11000,0
CCCCCCCN(CCc1ccc(OC(C)(C)C(=O)O)cc1)c1nc2ccccc2o1,90,1
COc1cccc(-c2coc3cc(O)ccc3c2=O)c1,12440,0
O=c1c(-c2ccc(F)cc2)coc2cc(O)ccc12,24390,0
O=c1c(-c2ccc3c(c2)OCO3)coc2cc(O)ccc12,22340,0
COc1cc(OC)cc(-c2coc3cc(O)ccc3c2=O)c1,17170,0
COC(c1ccccc1OC(F)(F)F)C1CC1c1cc(C)c(OC(C)(C)C(=O)O)c(C)c1,328,0
CCOC(c1ccc(OC(F)(F)F)cc1)C1CC1c1cc(C)c(OC(C)(C)C(=O)O)c(C)c1,19,1
Cc1cc(C2CC2C(OCCC2CCCCC2)c2ccc(OC(F)(F)F)cc2)cc(C)c1OC(C)(C)C(=O)O,131,0
COC(c1ccc(C(F)(F)F)cc1)C1CC1c1cc(C)c(OC(C)(C)C(=O)O)c(C)c1,16,1
COC(c1ccc(C)cc1)C1CC1c1cc(C)c(OC(C)(C)C(=O)O)c(C)c1,152,0
COC(c1ccc(Br)cc1)C1CC1c1cc(C)c(OC(C)(C)C(=O)O)c(C)c1,47,1
Cc1nc(-c2cccc(C(F)(F)F)c2)sc1CNCc1ccc(OC(C)(C)C(=O)O)cc1,25000,0
COc1ccc(C(=O)Nc2cccc(C(=O)O)c2)c(NC(=O)c2ccc(C(C)(C)C)cc2)c1,3000,0
O=C(O)c1cccc(NC(=O)c2ccccc2NC(=O)c2ccc3ccccc3c2)c1,4700,0
O=C(O)c1cccc(NC(=O)c2ccccc2NC(=O)c2ccc(C(F)(F)F)c(F)c2)c1,3000,0
O=C(O)c1cccc(NC(=O)c2ccccc2NC(=O)c2ccc(C(F)(F)F)cc2)c1,3200,0
O=C(O)c1cccc(NC(=O)c2ccccc2NC(=O)c2ccc(Br)cc2)c1,12000,0
CC(C)(C)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2cccc(CC(=O)O)c2)cc1,5400,0
O=C(O)c1cccc(NC(=O)c2cc(Cl)ccc2NC(=O)c2ccc(C(F)(F)F)cc2)c1,6300,0
O=C(O)c1cccc(NC(=O)c2ccc(Cl)cc2NC(=O)c2ccc(C(F)(F)F)cc2)c1,3400,0
O=C(O)Cc1cccc(NC(=O)c2ccccc2NC(=O)c2ccc(C(F)(F)F)cc2)c1,2200,0
O=C(O)CCc1cccc(NC(=O)c2ccccc2NC(=O)c2ccc(C(F)(F)F)cc2)c1,6800,0
O=C(O)Cc1cccc(NC(=O)c2ccccc2NC(=O)c2ccc(-c3ccccc3)cc2)c1,6400,0
CSc1ccc(C(=O)Nc2ccccc2C(=O)Nc2cccc(CC(=O)O)c2)cc1,7400,0
O=C(O)Cc1cccc(NC(=O)c2ccccc2NC(=O)c2ccc(SC(F)(F)F)cc2)c1,2300,0
COc1ccc(C(=O)Nc2ccccc2C(=O)Nc2cccc(CC(=O)O)c2)cc1,5900,0
O=C(O)Cc1cccc(NC(=O)c2ccccc2NC(=O)c2ccc3ccccc3c2)c1,1300,0
COc1ccc(COc2cccc(OCCOc3ccc4c(c3)c(CC(=O)O)cn4Cc3ccccc3)c2)cc1,6300,0
Cc1ccc(COc2cccc(OCCCOc3ccc4[nH]cc(CC(=O)O)c4c3)c2)cc1,7200,0
O=C(O)Cc1cn(Cc2ccccc2)c2ccc(OCCCOc3cccc(OCc4ccc(Cl)cc4)c3)cc12,2200,0
Cc1ccc(COc2cccc(OCCCOc3ccc4c(CC(=O)O)cn(Cc5ccccc5)c4c3)c2)cc1,9400,0
O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccc(OCCCOc3cccc(OCc4ccc(Cl)cc4)c3)cc12,750,0
O=P(O)(CCO)OCCC#CC#CCCCCCC/C=C/I,23.7,1
C[C@H]1CN(c2ccc(OC(F)(F)F)cc2)C[C@@H](C)N1S(=O)(=O)c1cccc2c1C[C@@H](C(=O)O)C2,1.5,1
Cc1cc(SCc2cnc(-c3ccc(C(F)(F)F)cc3)s2)ccc1OCC(=O)O,1.1,1
Cc1cc(SCc2cnc(-c3ccc(C(F)(F)F)c(F)c3)s2)ccc1OCC(=O)O,1,1
CCOP(=O)(CCO)OCC,112,0
CCOP(=O)(O)CCO,78,1
COc1cc([C@H]2OC[C@@H]3[C@@H](c4cc(OC)c(O)c(OC)c4)OC[C@H]23)cc(OC)c1O,18110,0
C/C(=C\COc1ccc(C)cc1CN(C)C(=O)c1ccc(-c2ccco2)cc1)CCC(=O)O,21.2,1
C/C(=C\COc1ccccc1CN(C)C(=O)c1ccc(-c2ccco2)c(Cl)c1)CCC(=O)O,4.495,1
C/C(=C\COc1ccccc1CN(C)C(=O)c1ccc(-c2ccco2)c(F)c1)CCC(=O)O,8.465,1
CC(=O)NC(C)c1nc(-c2ccc(Oc3ccc(O)cc3)cc2)no1,1000,0
COc1ccc(Oc2ccc(-c3noc(C(C)NC(C)=O)n3)cc2)cc1,390,0
CCOc1ccc(Oc2ccc(-c3noc(C(C)NC(C)=O)n3)cc2)cc1,370,0
CCc1cc(OCCc2nc(-c3ccc(F)cc3)oc2C)ccc1CCC(=O)O,29,1
CCc1cc(OCCc2nc(-c3ccc(C(C)(C)C)cc3)oc2C)ccc1CCC(=O)O,851,0
CCc1cc(OCCc2nc(-c3ccc(C)cc3)oc2C)ccc1CCC(=O)O,7,1
CCc1cc(OCCc2nc(-c3ccc(-c4nnn[nH]4)cc3)oc2C)ccc1CCC(=O)O,6761,0
CCc1cc(OCCc2nc(-c3ccc([N+](=O)[O-])cc3)oc2C)ncc1CCC(=O)O,3,1
CCc1cc(OCCc2nc(-c3ccc(C#N)cc3)oc2C)ncc1CCC(=O)O,6,1
CCc1cc(OCCc2nc(-c3ccc(C(N)=O)cc3)oc2C)ncc1CCC(=O)O,331,0
CCOC(Cc1ccc(Oc2ccc(OCc3ccccc3)cc2)cc1)C(=O)O,31000,0
CC(=O)NC(C)c1nc(-c2ccc(OCCCOc3ccc(Oc4ccccc4)cc3)cc2)no1,320,0
CC(=O)NC(C)c1nc(-c2ccc(OCCN3c4ccccc4Oc4ccccc43)cc2)no1,450,0
CC(=O)NC(C)c1nc(-c2ccc(OCC=C(c3ccc(Br)cc3)c3ccc(Br)cc3)cc2)no1,970,0
O=C(O)CCc1cc2cc(Cl)ccc2n1S(=O)(=O)c1ccccc1,1912,0
O=C(O)CCCc1cc2cc(Cl)ccc2n1S(=O)(=O)c1ccccc1,645,0
COc1cccc(S(=O)(=O)n2c(CCCC(=O)O)cc3cc(C(F)(F)F)ccc32)c1,1607,0
COc1ccc(S(=O)(=O)n2c(CCCC(=O)O)cc3cc(C(F)(F)F)ccc32)cc1,1259,0
O=C(O)CCCc1cc2cc(C(F)(F)F)ccc2n1S(=O)(=O)c1cccc(Cl)c1,2026,0
O=C(O)CCCc1cc2cc(C(F)(F)F)ccc2n1S(=O)(=O)c1ccc(Cl)cc1,1650,0
O=C(O)CCCc1cc2cc(C(F)(F)F)ccc2n1S(=O)(=O)c1cccc(OC(F)(F)F)c1,1140,0
O=C(O)CCCc1cc2cc(C(F)(F)F)ccc2n1S(=O)(=O)c1ccc(OC(F)(F)F)cc1,2100,0
COc1cccc(S(=O)(=O)n2c(CCCC(=O)O)cc3cc(Cl)ccc32)c1,1230,0
Cc1cccc(S(=O)(=O)n2c(CCCC(=O)O)cc3cc(Cl)ccc32)c1,1347,0
Cc1ccc(S(=O)(=O)n2c(CCCC(=O)O)cc3cc(Cl)ccc32)cc1,1085,0
CN1CCOc2ccc(S(=O)(=O)n3c(CCCC(=O)O)cc4cc(Cl)ccc43)cc21,697,0
O=C(O)CCCc1cc2cc(Cl)ccc2n1S(=O)(=O)c1ccc2c(c1)OCO2,977,0
O=C(O)CCCc1cc2cc(Cl)ccc2n1S(=O)(=O)c1ccc2ncsc2c1,866,0
Cc1nc2ccc(S(=O)(=O)n3c(CCCC(=O)O)cc4cc(Cl)ccc43)cc2s1,441,0
Cc1nc2cc(S(=O)(=O)n3c(CCCC(=O)O)cc4cc(Cl)ccc43)ccc2s1,1098,0
Nc1nc2ccc(S(=O)(=O)n3c(CCCC(=O)O)cc4cc(Cl)ccc43)cc2s1,919,0
Nc1nc2ccc(S(=O)(=O)n3c(CCCC(=O)O)cc4cc(Cl)ccc43)cc2o1,1387,0
O=C(O)CCCc1cc2cc(C(F)(F)F)ccc2n1S(=O)(=O)c1ccc2scnc2c1,1120,0
O=C(O)CCCCCOc1ccccc1CN(C(=O)c1ccc(-c2ccco2)cc1)C1CC1,19.6,1
C/C(=C\C(=O)O)CCCOc1ccccc1CN(C)C(=O)c1ccc(-c2ccco2)cc1,690,0
C/C(=C\CCCOc1ccccc1CN(C)C(=O)c1ccc(-c2ccco2)cc1)C(=O)O,1850,0
CN(Cc1ccccc1OCCC/C=C/C(=O)O)C(=O)c1ccc(-c2ccco2)cc1,80,1
CN(Cc1ccccc1OCCCCC(C)(C)C(=O)O)C(=O)c1ccc(-c2ccco2)cc1,510,0
COc1cccc(-c2nc(C)c(COc3ccc(CCC(=O)O)cc3)o2)c1,1400,0
COc1cccc(-c2nc(C)c(COc3ccc(CC(=O)O)cc3)o2)c1,1800,0
COc1cccc(-c2nc(C)c(COc3ccc(C(=O)O)cc3)o2)c1,2600,0
COc1ccccc1-c1nc(C)c(COc2ccc(CCC(=O)O)cc2)o1,4600,0
COc1ccccc1-c1nc(C)c(COc2ccc(CC(=O)O)cc2)o1,11000,0
COc1ccccc1-c1nc(C)c(COc2ccc(C(=O)O)cc2)o1,8700,0
COc1ccccc1-c1nc(C)c(COc2cccc(C(=O)O)c2)o1,880,0
COC(=O)CCc1ccc(OCc2oc(-c3cccc(OC)c3)nc2C)cc1,1090,0
COc1ccc(COc2ccc(CNc3cccc(OC(C)(C)C(=O)O)c3)cc2)cc1,38600,0
COc1ccc(COc2ccc(CNc3cccc(OC(C)(C)C(=O)O)c3)c(OCc3ccc(OC)cc3)c2)cc1,8900,0
Cc1cc(SC(Cc2c(Cl)cccc2Cl)c2ccc(-c3cc(F)c(F)c(F)c3)cc2)ccc1OCC(=O)O,9.5,1
Cc1cc(SC(Cc2c(F)cccc2F)c2ccc(-c3cc(F)c(F)c(F)c3)cc2)ccc1OCC(=O)O,6.3,1
Cc1cc(SC(Cc2c(F)cccc2Cl)c2ccc(-c3cc(F)c(F)c(F)c3)cc2)ccc1OCC(=O)O,6.9,1
Cc1cc(SC(Cc2ccccc2)c2ccc(-c3cc(F)c(F)c(F)c3)cc2)ccc1OCC(=O)O,4.5,1
Cc1cc(SC(Cc2c(F)cccc2C(F)(F)F)c2ccc(-c3ccccc3)cc2)ccc1OCC(=O)O,10,1
Cc1cc(SC(Cc2c(F)cccc2Cl)c2ccc(-c3ccccc3)cc2)ccc1OCC(=O)O,26,1
Cc1cc(SC(Cc2cc(F)c(F)c(F)c2)c2ccc(-c3ccccc3)cc2)ccc1OCC(=O)O,86,1
Cc1cc(SC(Cc2c(F)cccc2F)c2ccc(-c3ccc(F)cc3)cc2)ccc1OCC(=O)O,4,1
Cc1cc(SC(Cc2ccccc2)c2ccc(-c3ccc(F)cc3)cc2)ccc1OCC(=O)O,7,1
Cc1cc(SC(Cc2c(F)cccc2Cl)c2ccc(-c3ccc(F)cc3)cc2)ccc1OCC(=O)O,25,1
Cc1cc(SC(Cc2c(F)cccc2C(F)(F)F)c2ccc(-c3ccc(F)cc3)cc2)ccc1OCC(=O)O,38,1
Cc1cc(SC(Cc2cc(F)c(F)c(F)c2)c2ccc(-c3ccc(F)cc3)cc2)ccc1OCC(=O)O,65,1
Cc1cc(SC(Cc2c(F)cccc2Cl)c2ccc(-c3cccc(C(F)(F)F)c3)cc2)ccc1OCC(=O)O,5.3,1
Cc1cc(SC(Cc2c(F)cccc2C(F)(F)F)c2ccc(-c3cccc(C(F)(F)F)c3)cc2)ccc1OCC(=O)O,5.8,1
Cc1cc(SC(Cc2c(F)cccc2F)c2ccc(-c3cccc(C(F)(F)F)c3)cc2)ccc1OCC(=O)O,9.1,1
Cc1cc(SC(Cc2cc(F)c(F)c(F)c2)c2ccc(-c3cccc(C(F)(F)F)c3)cc2)ccc1OCC(=O)O,12,1
Cc1cc(SC(Cc2ccccc2)c2ccc(-c3cccc(C(F)(F)F)c3)cc2)ccc1OCC(=O)O,18,1
Cc1cc(SC(Cc2cc(F)c(F)c(F)c2)c2ccc(-c3ccc(C(F)(F)F)cc3)nc2)ccc1OCC(=O)O,56,1
Cc1cc(SC(Cc2ccccc2)c2ccc(-c3ccc(C(F)(F)F)cc3)nc2)ccc1OCC(=O)O,3.2,1
[2H]C([2H])(Cc1ccc(OCCCOc2cccc(Cl)c2)cc1)C(=O)O,4560,0
O=C(O)COc1ccc(OCCCOc2cccc(Cl)c2)cc1F,3350,0
Cc1cc(OCCCOc2ccc(-c3ccccc3)cc2)ccc1OCC(=O)O,1520,0
Cc1cc(OCCCOc2cccc(Cl)c2)ccc1OCC(=O)O,1730,0
O=C(O)CC1COc2cc(OCCCOc3ccc(-c4ccccc4)cc3)ccc21,1980,0
O=C(O)CC1COc2cc(OCCCOc3cccc(-c4ccccc4)c3)ccc21,5490,0
CC(C)(C)c1cccc(OCCOc2ccc3c(c2)OCC3CC(=O)O)c1,9570,0
CC(C)(C)c1cccc(OCCCOc2ccc3c(c2)OCC3CC(=O)O)c1,4840,0
O=C(O)CC1COc2cc(OCCCOc3cccc(Br)c3)ccc21,2370,0
O=C(O)CC1COc2cc(OCCCOc3ccccc3F)ccc21,2090,0
Cc1ccc(OCCCOc2ccc3c(c2)OCC3CC(=O)O)cc1,1950,0
Cc1cccc(OCCCOc2ccc3c(c2)OCC3CC(=O)O)c1,2420,0
Cc1ccccc1OCCCOc1ccc2c(c1)OCC2CC(=O)O,1930,0
O=C(O)CC1COc2cc(OCCCOc3ccccc3)ccc21,3260,0
O=C(O)CC1COc2cc(OCCOc3ccccc3)ccc21,7930,0
Cc1cc(CCc2cc(-c3ccc(Br)cc3)on2)cc(C)c1OC(C)(C)C(=O)O,5,1
Cc1cc(Cc2cc(-c3ccc(Br)cc3)on2)cc(C)c1OC(C)(C)C(=O)O,5,1
CC(C)(Oc1ccc(OCc2nn(-c3ccc(C(F)(F)F)cc3)c(=O)n2-c2ccccc2F)cc1)C(=O)O,70.7,1
CCCCCCC(Sc1nc2ccc(NC(=O)c3ccc(C(C)(C)C)cc3)cc2s1)C(=O)O,6200,0
CCCCCCC(Sc1nc2ccc(NC(=O)c3ccccc3)cc2s1)C(=O)O,7000,0
CCCCCCC(Sc1nc2ccc(NCc3ccccc3)cc2s1)C(=O)O,6100,0
CCCCCCC(Sc1nc2ccc(NCc3cc(Cl)cc(Cl)c3)cc2s1)C(=O)O,9200,0
CCCCCCC(Sc1nc2ccc(NCc3ccc4ccccc4c3)cc2s1)C(=O)O,4300,0
CCCCCCC(Sc1nc2ccc(NS(=O)(=O)c3ccc(Cl)cc3)cc2s1)C(=O)O,5300,0
Cc1cccc(Nc2cc(Br)nc(SCC(=O)O)n2)c1C,17000,0
Cc1cccc(Nc2cc(C(F)(F)F)nc(SCC(=O)O)n2)c1C,6800,0
Cc1cccc(Nc2cc(Cl)nc(OCCC(=O)O)n2)c1C,13000,0
Cc1cccc(Nc2cc(Cl)nc(SCCC(=O)O)n2)c1C,11000,0
Cc1ccccc1Nc1cc(Cl)nc(SCC(=O)O)n1,29000,0
Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1,34000,0
O=C(O)CSc1nc(Cl)cc(Nc2cccc3c2CCCC3)n1,7100,0
O=C(O)CSc1nc(Cl)cc(Nc2ccc(Cl)c3c2CCC3)n1,4300,0
Cc1cccc(N(c2cc(Cl)nc(SCC(=O)O)n2)C(C)C)c1C,5700,0
Cc1nc(-c2ccc(Cl)cc2)sc1COc1ccc2c(c1)OCC2CC(=O)O,264,0
Cc1ccc(-c2nc(C)c(COc3ccc4c(c3)OCC4CC(=O)O)s2)cc1,218,0
COc1ccc(-c2nc(C)c(COc3ccc4c(c3)OCC4CC(=O)O)s2)cc1,920,0
Cc1nc(-c2ccc(F)cc2)sc1COc1ccc2c(c1)OCC2CC(=O)O,306,0
Cc1nc(-c2ccccc2)sc1COc1ccc2c(c1)OCC2CC(=O)O,863,0
[2H]C([2H])(Cc1ccc(OCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)cc1)C(=O)O,376,0
[2H]C([2H])(Cc1ccc(OCc2sc(-c3ccc(F)cc3)nc2C)cc1)C(=O)O,529,0
[2H]C([2H])(Cc1ccc(OCc2sc(-c3ccccc3)nc2C)cc1)C(=O)O,972,0
Cc1nc(-c2ccccc2)oc1COc1ccc(OCC(=O)O)c(F)c1,2660,0
Cc1cccc(-c2nc(C)c(COc3ccc(OCC(=O)O)c(F)c3)s2)c1,1160,0
Cc1ccc(-c2nc(C)c(COc3ccc(OCC(=O)O)c(F)c3)s2)cc1,564,0
Cc1nc(-c2cccc(F)c2)sc1COc1ccc(OCC(=O)O)c(F)c1,780,0
Cc1nc(-c2ccc(F)cc2)sc1COc1ccc(OCC(=O)O)c(F)c1,729,0
Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1COc1ccc(OCC(=O)O)c(F)c1,436,0
Cc1cc(OCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O,315,0
Cc1nc(-c2ccccc2)sc1COc1ccc(OCC(=O)O)c(F)c1,1320,0
Cc1cc(OCc2sc(-c3ccccc3)nc2C)ccc1OCC(=O)O,1650,0
CC(NC(=O)C(F)(F)F)c1nc(-c2ccc(Oc3ccc(OCc4ccccc4)cc3)cc2)no1,150,0
COC(=O)NC(C)c1nc(-c2ccc(Oc3ccc(OCc4ccccc4)cc3)cc2)no1,290,0
CCC(NC(C)=O)c1nc(-c2ccc(Oc3ccc(OCc4ccccc4)cc3)cc2)no1,110,0
CCCCCCCC/C=C\CCCCCCCC(=O)NCCO,1100,0
CC(C)(Oc1ccc(OCCc2ccc(/N=N/c3ccc(Br)cc3)cc2)cc1)C(=O)O,1100,0
CC(C)(Oc1ccc(OCCc2ccc(/N=N/c3ccc(Cl)cc3)cc2)cc1)C(=O)O,1200,0
CC(C)(Oc1ccc(OCCc2ccc(/N=N/c3ccccc3)cc2)cc1)C(=O)O,2800,0
COc1ccc(/N=N/c2ccc(OCCc3ccc(OC(C)(C)C(=O)O)cc3)cc2)cc1,1400,0
CC(C)(Oc1ccc(CCOc2ccc(/N=N/c3ccc([N+](=O)[O-])cc3)cc2)cc1)C(=O)O,4100,0
CC(C)(Oc1ccc(CCOc2ccc(/N=N/c3ccc(C#N)cc3)cc2)cc1)C(=O)O,6500,0
CC(C)(Oc1ccc(CCOc2ccc(/N=N/c3ccc(C(F)(F)F)cc3)cc2)cc1)C(=O)O,1800,0
CC(C)(Oc1ccc(CCOc2ccc(/N=N/c3ccc(Br)cc3)cc2)cc1)C(=O)O,3900,0
CC(C)(Oc1ccc(CCOc2ccc(/N=N/c3ccc(Cl)cc3)cc2)cc1)C(=O)O,3100,0
CC(C)(Oc1ccc(CCOc2ccc(/N=N/c3ccccc3)cc2)cc1)C(=O)O,6400,0
CC(C)(Oc1ccc(OCCc2ccc(/N=N/c3ccc(C#N)cc3)cc2)cc1)C(=O)O,2800,0
CC(C)(Oc1ccc(OCCc2ccc(/N=N/c3ccc([N+](=O)[O-])cc3)cc2)cc1)C(=O)O,2300,0
C/C(=C\COc1ccccc1Cc1sc(C)nc1-c1ccc2oc(C)cc2c1)CCC(=O)O,29.7,1
Cc1nc(-c2cc(F)c(-c3ccco3)c(F)c2)c(Cc2ccccc2OCCC[C@@H](C)CC(=O)O)s1,2,1
C/C(=C\COc1ccccc1Cc1c(C)cnn1-c1ccc(C(F)(F)F)cc1)CCC(=O)O,11.2,1
Cc1cc2cc(-c3ncc(C)n3Cc3ccccc3OCCCCCC(=O)O)ccc2o1,3.9,1
Cc1cnc(-c2ccc(C#N)cc2)n1Cc1ccccc1OCCC[C@@H](C)CC(=O)O,4.6,1
C[C@H](CCCOc1ccccc1Cn1c(C(F)(F)F)cnc1-c1ccc(OC(F)(F)F)cc1)CC(=O)O,2.6,1
C[C@H](CCCOc1ccccc1Cn1c(C(F)(F)F)cnc1-c1ccc(C(F)(F)F)cc1)CC(=O)O,2.9,1
C[C@H](CCCOc1ccccc1Cn1c(C#N)cnc1-c1ccc(C(F)(F)F)cc1)CC(=O)O,2.7,1
C[C@H](CCCOc1ccccc1Cn1c(Cl)cnc1-c1ccc(C(F)(F)F)cc1)CC(=O)O,1.5,1
C[C@H](CCCOc1ccccc1Cn1c(C(F)(F)F)cnc1-c1ccc(C#N)cc1)CC(=O)O,8.2,1
C[C@H](CCCOc1ccccc1Cn1c(C(F)(F)F)cnc1-c1ccc(Cl)cc1)CC(=O)O,8,1
C[C@H](CCCOc1ccccc1Cn1c(C(F)(F)F)cnc1-c1ccc(-c2ccco2)cc1)CC(=O)O,0.7,1
Cc1cccc(OCCNC(=O)COc2ccc(CC(=O)O)cc2)c1,4,1
COc1ccc(CNCc2ccc(Oc3cccnc3)c(F)c2)cc1O,19,1
Cc1cc(SC[C@@H]2N=C(c3ccc(C(F)(F)F)cc3)S[C@@H]2C)ccc1OCC(=O)O,6.2,1
CC(C)c1onc(-c2ccccc2)c1COc1ccc(CCCC(=O)O)cc1,900,0
CC(C)c1onc(-c2ccccc2)c1COc1ccc(COc2ccc(CC(=O)O)cc2)cc1,4300,0
CC(C)c1onc(-c2ccccc2)c1COc1ccc(COc2ccc(CCC(=O)O)cc2)cc1,11000,0
CC(C)c1onc(-c2ccccc2Cl)c1COc1ccc(CCCC(=O)O)cc1,800,0
CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(CCCC(=O)O)cc1,700,0
CC(C)c1onc(-c2ccccc2Cl)c1COc1ccc(COc2ccc(CC(=O)O)cc2)cc1,2000,0
CC(C)c1onc(-c2ccccc2Cl)c1COc1ccc(COc2ccc(OCC(=O)O)cc2)cc1,7200,0
CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(COc2ccc(CC(=O)O)cc2)cc1,3100,0
CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(CNc2ccc(CC(=O)O)cc2)cc1,3600,0
Cc1cc(NCc2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C(C)C)cc2)ccc1CC(=O)O,9000,0
CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(COc2ccc(CC(=O)O)cc2)c(Cl)c1,1800,0
CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(CNc2ccc(CC(=O)O)cc2)c(Cl)c1,1500,0